year,stock_id,stock_name,origin,region_id,surv,basin,exclude,dataset_id
2005,BING,Bingham Creek,W,GRAYS,0.0084,COAST,No,2
2006,BING,Bingham Creek,W,GRAYS,0.0175,COAST,No,2
2007,BING,Bingham Creek,W,GRAYS,0.0157,COAST,No,2
2008,BING,Bingham Creek,W,GRAYS,0.0827,COAST,No,2
2009,BING,Bingham Creek,W,GRAYS,0.0607,COAST,No,2
2010,BING,Bingham Creek,W,GRAYS,0.0504,COAST,No,2
2011,BING,Bingham Creek,W,GRAYS,0.041,COAST,No,2
2012,BING,Bingham Creek,W,GRAYS,0.0193,COAST,No,2
2013,BING,Bingham Creek,W,GRAYS,0.0608,COAST,No,2
2014,BING,Bingham Creek,W,GRAYS,0.0141,COAST,No,2
2015,BING,Bingham Creek,W,GRAYS,0.0284,COAST,No,2
2016,BING,Bingham Creek,W,GRAYS,NA,COAST,No,2
2017,BING,Bingham Creek,W,GRAYS,NA,COAST,No,2
2018,BING,Bingham Creek,W,GRAYS,NA,COAST,No,2
1972,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1973,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1974,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1975,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1976,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1977,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1978,BLCK,Black Creek,W,SOG,0.1901,SOG,No,2
1979,BLCK,Black Creek,W,SOG,0.1983,SOG,No,2
1980,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1981,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1982,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1983,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1984,BLCK,Black Creek,W,SOG,NA,SOG,No,2
1985,BLCK,Black Creek,W,SOG,0.1252,SOG,No,2
1986,BLCK,Black Creek,W,SOG,0.1152,SOG,No,2
1987,BLCK,Black Creek,W,SOG,0.1341,SOG,No,2
1988,BLCK,Black Creek,W,SOG,0.115,SOG,No,2
1989,BLCK,Black Creek,W,SOG,0.1287,SOG,No,2
1990,BLCK,Black Creek,W,SOG,0.0801,SOG,No,2
1991,BLCK,Black Creek,W,SOG,0.1248,SOG,No,2
1992,BLCK,Black Creek,W,SOG,0.0537,SOG,No,2
1993,BLCK,Black Creek,W,SOG,0.0595,SOG,No,2
1994,BLCK,Black Creek,W,SOG,0.0454,SOG,No,2
1995,BLCK,Black Creek,W,SOG,0.0337,SOG,No,2
1996,BLCK,Black Creek,W,SOG,0.0489,SOG,No,2
1997,BLCK,Black Creek,W,SOG,0.0454,SOG,No,2
1998,BLCK,Black Creek,W,SOG,0.017,SOG,No,2
1999,BLCK,Black Creek,W,SOG,0.0218,SOG,No,2
2000,BLCK,Black Creek,W,SOG,0.0736,SOG,No,2
2001,BLCK,Black Creek,W,SOG,0.0494,SOG,No,2
2002,BLCK,Black Creek,W,SOG,0.0295,SOG,No,2
2003,BLCK,Black Creek,W,SOG,0.0436,SOG,No,2
2004,BLCK,Black Creek,W,SOG,0.0174,SOG,No,2
2005,BLCK,Black Creek,W,SOG,0.0136,SOG,No,2
2006,BLCK,Black Creek,W,SOG,0.0247,SOG,No,2
2007,BLCK,Black Creek,W,SOG,0.0063,SOG,No,2
2008,BLCK,Black Creek,W,SOG,0.0246,SOG,No,2
2009,BLCK,Black Creek,W,SOG,0.016,SOG,No,2
2010,BLCK,Black Creek,W,SOG,0.013,SOG,No,2
2011,BLCK,Black Creek,W,SOG,0.014,SOG,No,2
2012,BLCK,Black Creek,W,SOG,0.024,SOG,No,2
2013,BLCK,Black Creek,W,SOG,0.01,SOG,No,2
2014,BLCK,Black Creek,W,SOG,0.0029,SOG,No,2
2015,BLCK,Black Creek,W,SOG,0.0015,SOG,No,2
2016,BLCK,Black Creek,W,SOG,0.0092,SOG,No,2
2017,BLCK,Black Creek,W,SOG,0.0178,SOG,No,2
2018,BLCK,Black Creek,W,SOG,0.0107,SOG,No,2
1972,CAR,Carnation Creek,W,WCVI,NA,SOG,No,2
1973,CAR,Carnation Creek,W,WCVI,NA,SOG,No,2
1974,CAR,Carnation Creek,W,WCVI,0.1671,SOG,No,2
1975,CAR,Carnation Creek,W,WCVI,0.1956,SOG,No,2
1976,CAR,Carnation Creek,W,WCVI,0.1224,SOG,No,2
1977,CAR,Carnation Creek,W,WCVI,0.1107,SOG,No,2
1978,CAR,Carnation Creek,W,WCVI,0.1793,SOG,No,2
1979,CAR,Carnation Creek,W,WCVI,0.1082,SOG,No,2
1980,CAR,Carnation Creek,W,WCVI,0.0684,SOG,No,2
1981,CAR,Carnation Creek,W,WCVI,0.1618,SOG,No,2
1982,CAR,Carnation Creek,W,WCVI,0.0862,SOG,No,2
1983,CAR,Carnation Creek,W,WCVI,0.0481,SOG,No,2
1984,CAR,Carnation Creek,W,WCVI,0.0574,SOG,No,2
1985,CAR,Carnation Creek,W,WCVI,0.1534,SOG,No,2
1986,CAR,Carnation Creek,W,WCVI,0.0502,SOG,No,2
1987,CAR,Carnation Creek,W,WCVI,0.0733,SOG,No,2
1988,CAR,Carnation Creek,W,WCVI,0.1878,SOG,No,2
1989,CAR,Carnation Creek,W,WCVI,0.1563,SOG,No,2
1990,CAR,Carnation Creek,W,WCVI,0.1514,SOG,No,2
1991,CAR,Carnation Creek,W,WCVI,0.1242,SOG,No,2
1992,CAR,Carnation Creek,W,WCVI,0.0746,SOG,No,2
1993,CAR,Carnation Creek,W,WCVI,0.006,SOG,No,2
1994,CAR,Carnation Creek,W,WCVI,0.0906,SOG,No,2
1995,CAR,Carnation Creek,W,WCVI,0.047,SOG,No,2
1996,CAR,Carnation Creek,W,WCVI,0.083,SOG,No,2
1997,CAR,Carnation Creek,W,WCVI,0.0688,SOG,No,2
1998,CAR,Carnation Creek,W,WCVI,0.0115,SOG,No,2
1999,CAR,Carnation Creek,W,WCVI,0.0528,SOG,No,2
2000,CAR,Carnation Creek,W,WCVI,0.0628,SOG,No,2
2001,CAR,Carnation Creek,W,WCVI,0.0478,SOG,No,2
2002,CAR,Carnation Creek,W,WCVI,0.0529,SOG,No,2
2003,CAR,Carnation Creek,W,WCVI,0.0222,SOG,No,2
2004,CAR,Carnation Creek,W,WCVI,0.0196,SOG,No,2
2005,CAR,Carnation Creek,W,WCVI,0.0009,SOG,No,2
2006,CAR,Carnation Creek,W,WCVI,0.0234,SOG,No,2
2007,CAR,Carnation Creek,W,WCVI,0.0259,SOG,No,2
2008,CAR,Carnation Creek,W,WCVI,0.071,SOG,No,2
2009,CAR,Carnation Creek,W,WCVI,0.01,SOG,No,2
2010,CAR,Carnation Creek,W,WCVI,0.014,SOG,No,2
2011,CAR,Carnation Creek,W,WCVI,0.014,SOG,No,2
2012,CAR,Carnation Creek,W,WCVI,0.02,SOG,No,2
2013,CAR,Carnation Creek,W,WCVI,0.022,SOG,No,2
2014,CAR,Carnation Creek,W,WCVI,0.003,SOG,No,2
2015,CAR,Carnation Creek,W,WCVI,0.02,SOG,No,2
2016,CAR,Carnation Creek,W,WCVI,0.004,SOG,No,2
2017,CAR,Carnation Creek,W,WCVI,0.0097,SOG,No,2
2018,CAR,Carnation Creek,W,WCVI,0.0169,SOG,No,2
1972,COW,Cowlitz,H,COL,NA,COL,No,2
1973,COW,Cowlitz,H,COL,NA,COL,No,2
1974,COW,Cowlitz,H,COL,NA,COL,No,2
1975,COW,Cowlitz,H,COL,NA,COL,No,2
1976,COW,Cowlitz,H,COL,NA,COL,No,2
1977,COW,Cowlitz,H,COL,NA,COL,No,2
1978,COW,Cowlitz,H,COL,NA,COL,No,2
1979,COW,Cowlitz,H,COL,NA,COL,No,2
1980,COW,Cowlitz,H,COL,NA,COL,No,2
1981,COW,Cowlitz,H,COL,NA,COL,No,2
1982,COW,Cowlitz,H,COL,0.0179,COL,No,2
1983,COW,Cowlitz,H,COL,0.0177,COL,No,2
1984,COW,Cowlitz,H,COL,0.0132,COL,No,2
1985,COW,Cowlitz,H,COL,0.0559,COL,No,2
1986,COW,Cowlitz,H,COL,0.02,COL,No,2
1987,COW,Cowlitz,H,COL,0.031,COL,No,2
1988,COW,Cowlitz,H,COL,0.0412,COL,No,2
1989,COW,Cowlitz,H,COL,0.007,COL,No,2
1990,COW,Cowlitz,H,COL,0.0436,COL,No,2
1991,COW,Cowlitz,H,COL,0.0103,COL,No,2
1992,COW,Cowlitz,H,COL,0.0054,COL,No,2
1993,COW,Cowlitz,H,COL,0.0015,COL,No,2
1994,COW,Cowlitz,H,COL,0.0023,COL,No,2
1995,COW,Cowlitz,H,COL,0.0038,COL,No,2
1996,COW,Cowlitz,H,COL,0.0042,COL,No,2
1997,COW,Cowlitz,H,COL,NA,COL,No,2
1998,COW,Cowlitz,H,COL,NA,COL,No,2
1999,COW,Cowlitz,H,COL,0.0188,COL,No,2
2000,COW,Cowlitz,H,COL,0.0351,COL,No,2
2001,COW,Cowlitz,H,COL,0.0204,COL,No,2
2002,COW,Cowlitz,H,COL,0.021,COL,No,2
2003,COW,Cowlitz,H,COL,0.0284,COL,No,2
2004,COW,Cowlitz,H,COL,0.0094,COL,No,2
2005,COW,Cowlitz,H,COL,0.0206,COL,No,2
2006,COW,Cowlitz,H,COL,0.016,COL,No,2
2007,COW,Cowlitz,H,COL,0.0206,COL,No,2
2008,COW,Cowlitz,H,COL,NA,COL,No,2
2009,COW,Cowlitz,H,COL,0.0061,COL,No,2
2010,COW,Cowlitz,H,COL,0.0054,COL,No,2
2011,COW,Cowlitz,H,COL,NA,COL,No,2
2012,COW,Cowlitz,H,COL,NA,COL,No,2
2013,COW,Cowlitz,H,COL,NA,COL,No,2
2014,COW,Cowlitz,H,COL,NA,COL,No,2
2015,COW,Cowlitz,H,COL,NA,COL,No,2
2016,COW,Cowlitz,H,COL,NA,COL,No,2
2017,COW,Cowlitz,H,COL,NA,COL,No,2
2018,COW,Cowlitz,H,COL,NA,COL,No,2
1972,GRN,Green River,H,MPS,NA,PS,No,2
1973,GRN,Green River,H,MPS,0.0529,PS,No,2
1974,GRN,Green River,H,MPS,0.0658,PS,No,2
1975,GRN,Green River,H,MPS,0.064,PS,No,2
1976,GRN,Green River,H,MPS,0.1288,PS,No,2
1977,GRN,Green River,H,MPS,0.0279,PS,No,2
1978,GRN,Green River,H,MPS,NA,PS,No,2
1979,GRN,Green River,H,MPS,0.1004,PS,No,2
1980,GRN,Green River,H,MPS,0.0868,PS,No,2
1981,GRN,Green River,H,MPS,0.1277,PS,No,2
1982,GRN,Green River,H,MPS,0.1384,PS,No,2
1983,GRN,Green River,H,MPS,0.0685,PS,No,2
1984,GRN,Green River,H,MPS,0.11,PS,No,2
1985,GRN,Green River,H,MPS,0.1681,PS,No,2
1986,GRN,Green River,H,MPS,0.1482,PS,No,2
1987,GRN,Green River,H,MPS,NA,PS,No,2
1988,GRN,Green River,H,MPS,NA,PS,No,2
1989,GRN,Green River,H,MPS,0.1094,PS,No,2
1990,GRN,Green River,H,MPS,0.0345,PS,No,2
1991,GRN,Green River,H,MPS,0.0388,PS,No,2
1992,GRN,Green River,H,MPS,0.0251,PS,No,2
1993,GRN,Green River,H,MPS,0.0978,PS,No,2
1994,GRN,Green River,H,MPS,0.0343,PS,No,2
1995,GRN,Green River,H,MPS,0.0197,PS,No,2
1996,GRN,Green River,H,MPS,0.0066,PS,No,2
1997,GRN,Green River,H,MPS,0.0115,PS,No,2
1998,GRN,Green River,H,MPS,0.0099,PS,No,2
1999,GRN,Green River,H,MPS,0.0445,PS,No,2
2000,GRN,Green River,H,MPS,0.0646,PS,No,2
2001,GRN,Green River,H,MPS,0.0896,PS,No,2
2002,GRN,Green River,H,MPS,0.0594,PS,No,2
2003,GRN,Green River,H,MPS,0.1633,PS,No,2
2004,GRN,Green River,H,MPS,0.0648,PS,No,2
2005,GRN,Green River,H,MPS,0.0469,PS,No,2
2006,GRN,Green River,H,MPS,0.0399,PS,No,2
2007,GRN,Green River,H,MPS,0.0342,PS,No,2
2008,GRN,Green River,H,MPS,0.0472,PS,No,2
2009,GRN,Green River,H,MPS,0.0133,PS,No,2
2010,GRN,Green River,H,MPS,0.0535,PS,No,2
2011,GRN,Green River,H,MPS,0.0668,PS,No,2
2012,GRN,Green River,H,MPS,0.0504,PS,No,2
2013,GRN,Green River,H,MPS,0.0381,PS,No,2
2014,GRN,Green River,H,MPS,0.0075,PS,No,2
2015,GRN,Green River,H,MPS,0.0066,PS,No,2
2016,GRN,Green River,H,MPS,NA,PS,No,2
2017,GRN,Green River,H,MPS,NA,PS,No,2
2018,GRN,Green River,H,MPS,NA,PS,No,2
1972,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1973,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1974,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1975,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1976,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1977,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1978,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1979,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1980,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1981,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1982,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1983,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1984,INCH,Inch Creek,H,FRA,NA,SOG,No,2
1985,INCH,Inch Creek,H,FRA,0.0669,SOG,No,2
1986,INCH,Inch Creek,H,FRA,0.089,SOG,No,2
1987,INCH,Inch Creek,H,FRA,0.2035,SOG,No,2
1988,INCH,Inch Creek,H,FRA,0.1085,SOG,No,2
1989,INCH,Inch Creek,H,FRA,0.0803,SOG,No,2
1990,INCH,Inch Creek,H,FRA,0.071,SOG,No,2
1991,INCH,Inch Creek,H,FRA,0.097,SOG,No,2
1992,INCH,Inch Creek,H,FRA,0.0826,SOG,No,2
1993,INCH,Inch Creek,H,FRA,0.0605,SOG,No,2
1994,INCH,Inch Creek,H,FRA,0.055,SOG,No,2
1995,INCH,Inch Creek,H,FRA,0.0389,SOG,No,2
1996,INCH,Inch Creek,H,FRA,0.0106,SOG,No,2
1997,INCH,Inch Creek,H,FRA,0.0052,SOG,No,2
1998,INCH,Inch Creek,H,FRA,0.019,SOG,No,2
1999,INCH,Inch Creek,H,FRA,0.011,SOG,No,2
2000,INCH,Inch Creek,H,FRA,0.058,SOG,No,2
2001,INCH,Inch Creek,H,FRA,0.018,SOG,No,2
2002,INCH,Inch Creek,H,FRA,0.0087,SOG,No,2
2003,INCH,Inch Creek,H,FRA,0.0279,SOG,No,2
2004,INCH,Inch Creek,H,FRA,0.0165,SOG,No,2
2005,INCH,Inch Creek,H,FRA,0.0101,SOG,No,2
2006,INCH,Inch Creek,H,FRA,0.0142,SOG,No,2
2007,INCH,Inch Creek,H,FRA,0.0072,SOG,No,2
2008,INCH,Inch Creek,H,FRA,0.0165,SOG,No,2
2009,INCH,Inch Creek,H,FRA,0.024,SOG,No,2
2010,INCH,Inch Creek,H,FRA,0.0112,SOG,No,2
2011,INCH,Inch Creek,H,FRA,0.043,SOG,No,2
2012,INCH,Inch Creek,H,FRA,0.0331,SOG,No,2
2013,INCH,Inch Creek,H,FRA,0.0258,SOG,No,2
2014,INCH,Inch Creek,H,FRA,0.0106,SOG,No,2
2015,INCH,Inch Creek,H,FRA,0.0332,SOG,No,2
2016,INCH,Inch Creek,H,FRA,0.0363,SOG,No,2
2017,INCH,Inch Creek,H,FRA,0.0515,SOG,No,2
2018,INCH,Inch Creek,H,FRA,0.0429,SOG,No,2
1972,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1973,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1974,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1975,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1976,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1977,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1978,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1979,KAL,Kalama Creek,H,SPS,0.2088,PS,No,2
1980,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1981,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1982,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1983,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1984,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1985,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1986,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1987,KAL,Kalama Creek,H,SPS,0.0594,PS,No,2
1988,KAL,Kalama Creek,H,SPS,0.0204,PS,No,2
1989,KAL,Kalama Creek,H,SPS,0.0274,PS,No,2
1990,KAL,Kalama Creek,H,SPS,0.0225,PS,No,2
1991,KAL,Kalama Creek,H,SPS,0.0231,PS,No,2
1992,KAL,Kalama Creek,H,SPS,0.0095,PS,No,2
1993,KAL,Kalama Creek,H,SPS,0.0232,PS,No,2
1994,KAL,Kalama Creek,H,SPS,0.0168,PS,No,2
1995,KAL,Kalama Creek,H,SPS,0.0062,PS,No,2
1996,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1997,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1998,KAL,Kalama Creek,H,SPS,0.0002,PS,No,2
1999,KAL,Kalama Creek,H,SPS,0.0002,PS,No,2
2000,KAL,Kalama Creek,H,SPS,0.0055,PS,No,2
2001,KAL,Kalama Creek,H,SPS,NA,PS,No,2
2002,KAL,Kalama Creek,H,SPS,0.0021,PS,No,2
2003,KAL,Kalama Creek,H,SPS,NA,PS,No,2
2004,KAL,Kalama Creek,H,SPS,NA,PS,No,2
2005,KAL,Kalama Creek,H,SPS,0.0064,PS,No,2
2006,KAL,Kalama Creek,H,SPS,0.0129,PS,No,2
2007,KAL,Kalama Creek,H,SPS,0.0088,PS,No,2
2008,KAL,Kalama Creek,H,SPS,0.0068,PS,No,2
2009,KAL,Kalama Creek,H,SPS,0.0017,PS,No,2
2010,KAL,Kalama Creek,H,SPS,0.0082,PS,No,2
2011,KAL,Kalama Creek,H,SPS,0.0217,PS,No,2
2012,KAL,Kalama Creek,H,SPS,0.0125,PS,No,2
2013,KAL,Kalama Creek,H,SPS,0.0157,PS,No,2
2014,KAL,Kalama Creek,H,SPS,0.0029,PS,No,2
2015,KAL,Kalama Creek,H,SPS,NA,PS,No,2
2016,KAL,Kalama Creek,H,SPS,NA,PS,No,2
2017,KAL,Kalama Creek,H,SPS,NA,PS,No,2
2018,KAL,Kalama Creek,H,SPS,NA,PS,No,2
1972,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1973,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1974,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1975,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1976,NOOK,Nooksack,H,NOWA,0.0611,PS,No,2
1977,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1978,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1979,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1980,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1981,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1982,NOOK,Nooksack,H,NOWA,0.0572,PS,No,2
1983,NOOK,Nooksack,H,NOWA,0.1348,PS,No,2
1984,NOOK,Nooksack,H,NOWA,0.1369,PS,No,2
1985,NOOK,Nooksack,H,NOWA,0.1127,PS,No,2
1986,NOOK,Nooksack,H,NOWA,0.1675,PS,No,2
1987,NOOK,Nooksack,H,NOWA,0.1551,PS,No,2
1988,NOOK,Nooksack,H,NOWA,0.09,PS,No,2
1989,NOOK,Nooksack,H,NOWA,0.1146,PS,No,2
1990,NOOK,Nooksack,H,NOWA,0.0876,PS,No,2
1991,NOOK,Nooksack,H,NOWA,0.0748,PS,No,2
1992,NOOK,Nooksack,H,NOWA,0.0841,PS,No,2
1993,NOOK,Nooksack,H,NOWA,0.0674,PS,No,2
1994,NOOK,Nooksack,H,NOWA,0.0345,PS,No,2
1995,NOOK,Nooksack,H,NOWA,0.0521,PS,No,2
1996,NOOK,Nooksack,H,NOWA,0.0136,PS,No,2
1997,NOOK,Nooksack,H,NOWA,0.0082,PS,No,2
1998,NOOK,Nooksack,H,NOWA,0.0134,PS,No,2
1999,NOOK,Nooksack,H,NOWA,0.0145,PS,No,2
2000,NOOK,Nooksack,H,NOWA,0.0516,PS,No,2
2001,NOOK,Nooksack,H,NOWA,0.0385,PS,No,2
2002,NOOK,Nooksack,H,NOWA,0.0184,PS,No,2
2003,NOOK,Nooksack,H,NOWA,0.0296,PS,No,2
2004,NOOK,Nooksack,H,NOWA,0.0091,PS,No,2
2005,NOOK,Nooksack,H,NOWA,0.0079,PS,No,2
2006,NOOK,Nooksack,H,NOWA,0.0122,PS,No,2
2007,NOOK,Nooksack,H,NOWA,0.0074,PS,No,2
2008,NOOK,Nooksack,H,NOWA,0.0104,PS,No,2
2009,NOOK,Nooksack,H,NOWA,0.037,PS,No,2
2010,NOOK,Nooksack,H,NOWA,0.0462,PS,No,2
2011,NOOK,Nooksack,H,NOWA,0.0376,PS,No,2
2012,NOOK,Nooksack,H,NOWA,0.0526,PS,No,2
2013,NOOK,Nooksack,H,NOWA,0.0321,PS,No,2
2014,NOOK,Nooksack,H,NOWA,0.0217,PS,No,2
2015,NOOK,Nooksack,H,NOWA,NA,PS,No,2
2016,NOOK,Nooksack,H,NOWA,NA,PS,No,2
2017,NOOK,Nooksack,H,NOWA,NA,PS,No,2
2018,NOOK,Nooksack,H,NOWA,NA,PS,No,2
1972,PUY,Puyallup,H,SPS,NA,PS,No,2
1973,PUY,Puyallup,H,SPS,NA,PS,No,2
1974,PUY,Puyallup,H,SPS,0.0341,PS,No,2
1975,PUY,Puyallup,H,SPS,0.1388,PS,No,2
1976,PUY,Puyallup,H,SPS,0.2173,PS,No,2
1977,PUY,Puyallup,H,SPS,NA,PS,No,2
1978,PUY,Puyallup,H,SPS,NA,PS,No,2
1979,PUY,Puyallup,H,SPS,0.131,PS,No,2
1980,PUY,Puyallup,H,SPS,0.095,PS,No,2
1981,PUY,Puyallup,H,SPS,0.119,PS,No,2
1982,PUY,Puyallup,H,SPS,0.104,PS,No,2
1983,PUY,Puyallup,H,SPS,0.1603,PS,No,2
1984,PUY,Puyallup,H,SPS,0.1246,PS,No,2
1985,PUY,Puyallup,H,SPS,0.0933,PS,No,2
1986,PUY,Puyallup,H,SPS,0.1641,PS,No,2
1987,PUY,Puyallup,H,SPS,0.0741,PS,No,2
1988,PUY,Puyallup,H,SPS,0.1548,PS,No,2
1989,PUY,Puyallup,H,SPS,0.0952,PS,No,2
1990,PUY,Puyallup,H,SPS,0.0888,PS,No,2
1991,PUY,Puyallup,H,SPS,0.1038,PS,No,2
1992,PUY,Puyallup,H,SPS,0.0682,PS,No,2
1993,PUY,Puyallup,H,SPS,0.1174,PS,No,2
1994,PUY,Puyallup,H,SPS,0.1015,PS,No,2
1995,PUY,Puyallup,H,SPS,0.0606,PS,No,2
1996,PUY,Puyallup,H,SPS,0.0129,PS,No,2
1997,PUY,Puyallup,H,SPS,0.0136,PS,No,2
1998,PUY,Puyallup,H,SPS,0.0072,PS,No,2
1999,PUY,Puyallup,H,SPS,0.0595,PS,No,2
2000,PUY,Puyallup,H,SPS,0.0622,PS,No,2
2001,PUY,Puyallup,H,SPS,0.0661,PS,No,2
2002,PUY,Puyallup,H,SPS,0.055,PS,No,2
2003,PUY,Puyallup,H,SPS,0.0443,PS,No,2
2004,PUY,Puyallup,H,SPS,0.0515,PS,No,2
2005,PUY,Puyallup,H,SPS,0.0262,PS,No,2
2006,PUY,Puyallup,H,SPS,0.0304,PS,No,2
2007,PUY,Puyallup,H,SPS,0.0087,PS,No,2
2008,PUY,Puyallup,H,SPS,0.0291,PS,No,2
2009,PUY,Puyallup,H,SPS,0.0027,PS,No,2
2010,PUY,Puyallup,H,SPS,0.0168,PS,No,2
2011,PUY,Puyallup,H,SPS,0.0274,PS,No,2
2012,PUY,Puyallup,H,SPS,0.0188,PS,No,2
2013,PUY,Puyallup,H,SPS,0.0145,PS,No,2
2014,PUY,Puyallup,H,SPS,0.0103,PS,No,2
2015,PUY,Puyallup,H,SPS,0.0188,PS,No,2
2016,PUY,Puyallup,H,SPS,NA,PS,No,2
2017,PUY,Puyallup,H,SPS,NA,PS,No,2
2018,PUY,Puyallup,H,SPS,NA,PS,No,2
1972,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1973,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1974,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1975,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1976,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1977,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1978,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1979,QUIL,Quilcene,H,HOOD,0.1054,PS,No,2
1980,QUIL,Quilcene,H,HOOD,0.0739,PS,No,2
1981,QUIL,Quilcene,H,HOOD,0.0889,PS,No,2
1982,QUIL,Quilcene,H,HOOD,0.0576,PS,No,2
1983,QUIL,Quilcene,H,HOOD,0.0829,PS,No,2
1984,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1985,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1986,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1987,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1988,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1989,QUIL,Quilcene,H,HOOD,0.0677,PS,No,2
1990,QUIL,Quilcene,H,HOOD,0.0683,PS,No,2
1991,QUIL,Quilcene,H,HOOD,0.0257,PS,No,2
1992,QUIL,Quilcene,H,HOOD,0.0412,PS,No,2
1993,QUIL,Quilcene,H,HOOD,0.094,PS,No,2
1994,QUIL,Quilcene,H,HOOD,0.0534,PS,No,2
1995,QUIL,Quilcene,H,HOOD,0.0355,PS,No,2
1996,QUIL,Quilcene,H,HOOD,0.0478,PS,No,2
1997,QUIL,Quilcene,H,HOOD,0.0282,PS,No,2
1998,QUIL,Quilcene,H,HOOD,0.0105,PS,No,2
1999,QUIL,Quilcene,H,HOOD,0.0389,PS,No,2
2000,QUIL,Quilcene,H,HOOD,0.0485,PS,No,2
2001,QUIL,Quilcene,H,HOOD,NA,PS,No,2
2002,QUIL,Quilcene,H,HOOD,0.0369,PS,No,2
2003,QUIL,Quilcene,H,HOOD,0.0613,PS,No,2
2004,QUIL,Quilcene,H,HOOD,0.0516,PS,No,2
2005,QUIL,Quilcene,H,HOOD,0.0149,PS,No,2
2006,QUIL,Quilcene,H,HOOD,0.0341,PS,No,2
2007,QUIL,Quilcene,H,HOOD,0.0383,PS,No,2
2008,QUIL,Quilcene,H,HOOD,0.046,PS,No,2
2009,QUIL,Quilcene,H,HOOD,0.016,PS,No,2
2010,QUIL,Quilcene,H,HOOD,0.0576,PS,No,2
2011,QUIL,Quilcene,H,HOOD,0.0594,PS,No,2
2012,QUIL,Quilcene,H,HOOD,0.0353,PS,No,2
2013,QUIL,Quilcene,H,HOOD,0.0121,PS,No,2
2014,QUIL,Quilcene,H,HOOD,0.0198,PS,No,2
2015,QUIL,Quilcene,H,HOOD,NA,PS,No,2
2016,QUIL,Quilcene,H,HOOD,NA,PS,No,2
2017,QUIL,Quilcene,H,HOOD,NA,PS,No,2
2018,QUIL,Quilcene,H,HOOD,NA,PS,No,2
1972,QUIN,Quinault,H,NWC,NA,COAST,No,2
1973,QUIN,Quinault,H,NWC,NA,COAST,No,2
1974,QUIN,Quinault,H,NWC,NA,COAST,No,2
1975,QUIN,Quinault,H,NWC,0.0153,COAST,No,2
